Characters,Corr_ans,answer,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Welcome.started,text.started,Welcome.stopped,trial.started,Condition_text.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,Thank_you_.started,text_2.started,text_2.stopped,Thank_you_.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
gup,0,left,23,23,0,right,0,0.5620191000052728,None,0,23,23,82,20.97428810002748,,,,,20.961604200012516,20.97428810002748,20.97428810002748,21.540813600004185,right,0,0.5620191000052728,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
vist,0,left,24,24,0,right,0,1.0683545999927446,None,0,24,24,75,21.55712820001645,,,,,21.544195400027093,21.55712820001645,21.55712820001645,22.64083910000045,right,0,1.0683545999927446,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
pum,0,left,25,25,0,right,0,1.0740029000444338,None,0,25,25,79,22.6573928000289,,,,,22.6442305999808,22.6573928000289,22.6573928000289,23.741211400018074,right,0,1.0740029000444338,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
shirt,1,right,26,26,0,right,1,0.679250699991826,None,0,26,26,28,23.75733280001441,,,,,23.745018900022842,23.75733280001441,23.75733280001441,24.44103530002758,right,1,0.679250699991826,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
fen,0,left,27,27,0,left,1,0.6604768999968655,None,0,27,27,97,24.456754599988926,,,,,24.44492729997728,24.456754599988926,24.456754599988926,25.123687000013888,left,1,0.6604768999968655,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
dog,1,right,28,28,0,right,1,0.5852539999759756,None,0,28,28,18,25.140071899979375,,,,,25.12704739999026,25.140071899979375,25.140071899979375,25.74061530001927,right,1,0.5852539999759756,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
glass,1,right,29,29,0,right,1,0.5220364999840967,None,0,29,29,29,25.756784000026528,,,,,25.74435390002327,25.756784000026528,25.756784000026528,26.290310400014278,right,1,0.5220364999840967,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
music,1,right,30,30,0,right,1,1.0662744999863207,None,0,30,30,17,26.306938900030218,,,,,26.294468300009612,26.306938900030218,26.306938900030218,27.373787400021683,right,1,1.0662744999863207,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
jod,0,left,31,31,0,right,0,1.034512199985329,None,0,31,31,93,27.389212000009138,,,,,27.379894600016996,27.389212000009138,27.389212000009138,28.43997120001586,right,0,1.034512199985329,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
hei,0,left,32,32,0,left,1,0.8676242000074126,None,0,32,32,51,28.456497800012585,,,,,28.443528999981936,28.456497800012585,28.456497800012585,29.339843599998858,left,1,0.8676242000074126,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
desk,1,right,33,33,0,right,1,0.5482737999991514,None,0,33,33,45,29.356522599991877,,,,,29.34325199999148,29.356522599991877,29.356522599991877,29.90725150000071,right,1,0.5482737999991514,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
tup,0,left,34,34,0,left,1,0.9367821000050753,None,0,34,34,95,29.923160700011067,,,,,29.91108669998357,29.923160700011067,29.923160700011067,30.87372219999088,left,1,0.9367821000050753,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
train,1,right,35,35,0,right,1,0.5460122000076808,None,0,35,35,38,30.88957220001612,,,,,30.87773260002723,30.88957220001612,30.88957220001612,31.440170000016224,right,1,0.5460122000076808,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
gan,0,left,36,36,0,left,1,0.8206072999746539,None,0,36,36,99,31.455845799995586,,,,,31.44364750001114,31.455845799995586,31.455845799995586,32.28947590000462,left,1,0.8206072999746539,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
beach,1,right,37,37,0,right,1,0.6123252999968827,None,0,37,37,39,32.305819600005634,,,,,32.29322880000109,32.305819600005634,32.305819600005634,32.922569999995176,right,1,0.6123252999968827,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
car,1,right,38,38,0,right,1,1.088531699962914,None,0,38,38,32,32.93917929998133,,,,,32.925997200014535,32.93917929998133,32.93917929998133,34.03888100001495,right,1,1.088531699962914,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
tev,0,left,39,39,0,left,1,0.6266715999809094,None,0,39,39,81,34.05606480001006,,,,,34.04226830002153,34.05606480001006,34.05606480001006,34.68926239997381,left,1,0.6266715999809094,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
plant,1,right,40,40,0,right,1,0.37687870004447177,None,0,40,40,5,34.705621399974916,,,,,34.69311059999745,34.705621399974916,34.705621399974916,35.08923490002053,right,1,0.37687870004447177,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
chair,1,right,41,41,0,left,0,0.5370001000119373,None,0,41,41,15,35.105721200001426,,,,,35.09332250000443,35.105721200001426,35.105721200001426,35.65575749997515,left,0,0.5370001000119373,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
shoe,1,right,42,42,0,right,1,0.7908007000223733,None,0,42,42,21,35.67231910000555,,,,,35.65935580001678,35.67231910000555,35.67231910000555,36.4720480000251,right,1,0.7908007000223733,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
Cat,1,right,43,43,0,right,1,0.5213501999969594,None,0,43,43,0,36.48863099998562,,,,,36.478065499977674,36.48863099998562,36.48863099998562,37.02542449999601,right,1,0.5213501999969594,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
nar,0,left,44,44,0,right,0,0.3497755999560468,None,0,44,44,85,37.03845699998783,,,,,37.0287180999876,37.03845699998783,37.03845699998783,37.38879519997863,right,0,0.3497755999560468,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
tim,0,left,45,45,0,left,1,1.6105498999822885,None,0,45,45,62,37.4055384999956,,,,,37.3921444999869,37.4055384999956,37.4055384999956,39.02571050002007,left,1,1.6105498999822885,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
nif,0,left,46,46,0,left,1,0.6374926000135019,None,0,46,46,89,39.03816669998923,,,,,39.0289863999933,39.03816669998923,39.03816669998923,39.68860729999142,left,1,0.6374926000135019,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
tam,0,left,47,47,0,left,1,0.8262748999986798,None,0,47,47,68,39.70474860002287,,,,,39.69194230000721,39.70474860002287,39.70474860002287,40.538479699986055,left,1,0.8262748999986798,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
bag,1,right,48,48,0,right,1,0.7004277000087313,None,0,48,48,46,40.55491050001001,,,,,40.542197400005534,40.55491050001001,40.55491050001001,41.27218000002904,right,1,0.7004277000087313,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
pik,0,left,49,49,0,left,1,0.7972324999864213,None,0,49,49,53,41.28837979998207,,,,,41.27565000002505,41.28837979998207,41.28837979998207,42.08872200001497,left,1,0.7972324999864213,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
sote,0,left,50,50,0,left,1,0.6960384999983944,None,0,50,50,91,42.104905600019265,,,,,42.092196799989324,42.104905600019265,42.104905600019265,42.80548410001211,left,1,0.6960384999983944,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
vix,0,left,51,51,0,left,1,1.0250732999993488,None,0,51,51,98,42.82135829998879,,,,,42.808817800018005,42.82135829998879,42.82135829998879,43.85468669998227,left,1,1.0250732999993488,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
sno,0,left,52,52,0,left,1,0.7419477999792434,None,0,52,52,69,43.871206899988465,,,,,43.85800730000483,43.871206899988465,43.871206899988465,44.62128640001174,left,1,0.7419477999792434,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
table,1,right,53,53,0,right,1,0.6652419999591075,None,0,53,53,27,44.63794380001491,,,,,44.62494609999703,44.63794380001491,44.63794380001491,45.30552789999638,right,1,0.6652419999591075,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
fip,0,left,54,54,0,left,1,0.7326578999636695,None,0,54,54,66,45.32109350000974,,,,,45.30885989998933,45.32109350000974,45.32109350000974,46.05490579997422,left,1,0.7326578999636695,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
vep,0,left,55,55,0,left,1,0.6296329000033438,None,0,55,55,64,46.07102350000059,,,,,46.058256899996195,46.07102350000059,46.07102350000059,46.70388919999823,left,1,0.6296329000033438,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
book,1,right,56,56,0,right,1,0.5476160999969579,None,0,56,56,13,46.72094069997547,,,,,46.70844339998439,46.72094069997547,46.72094069997547,47.27141260000644,right,1,0.5476160999969579,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
lom,0,left,57,57,0,left,1,0.5514161000028253,None,0,57,57,77,47.28739700000733,,,,,47.27480419998756,47.28739700000733,47.28739700000733,47.85380330000771,left,1,0.5514161000028253,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
mouse,1,right,58,58,0,right,1,0.6886865000124089,None,0,58,58,22,47.87094649998471,,,,,47.85753249999834,47.87094649998471,47.87094649998471,48.57090089999838,right,1,0.6886865000124089,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
kilp,0,left,59,59,0,left,1,0.7233139000018127,None,0,59,59,94,48.5873045999906,,,,,48.57428399997298,48.5873045999906,48.5873045999906,49.32046319998335,left,1,0.7233139000018127,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
kus,0,left,60,60,0,left,1,0.6985042000305839,None,0,60,60,58,49.336720300023444,,,,,49.32376739999745,49.336720300023444,49.336720300023444,50.03740349999862,left,1,0.6985042000305839,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
ship,1,right,61,61,0,right,1,0.6964213000028394,None,0,61,61,47,50.05366769997636,,,,,50.040741899982095,50.05366769997636,50.05366769997636,50.7543007999775,right,1,0.6964213000028394,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
glin,0,left,62,62,0,left,1,0.8612998999888077,None,0,62,62,65,50.77054200001294,,,,,50.75770900002681,50.77054200001294,50.77054200001294,51.63664859998971,left,1,0.8612998999888077,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
bly,0,left,63,63,0,right,0,0.5176709999796003,None,0,63,63,96,51.65319829998771,,,,,51.63992889999645,51.65319829998771,51.65319829998771,52.187163800001144,right,0,0.5176709999796003,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
wex,0,left,64,64,0,left,1,0.9330801999894902,None,0,64,64,78,52.20344860001933,,,,,52.19092630001251,52.20344860001933,52.20344860001933,53.13724710000679,left,1,0.9330801999894902,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
cloud,1,right,65,65,0,right,1,0.8198819999815896,None,0,65,65,16,53.15343230002327,,,,,53.1410871000262,53.15343230002327,53.15343230002327,53.98660010000458,right,1,0.8198819999815896,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
kib,0,left,66,66,0,left,1,0.6143639999791048,None,0,66,66,70,54.0031310999766,,,,,53.989970099995844,54.0031310999766,54.0031310999766,54.620278600021265,left,1,0.6143639999791048,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
card,1,right,67,67,0,right,1,0.5679534000228159,None,0,67,67,40,54.636657600000035,,,,,54.623630599991884,54.636657600000035,54.636657600000035,55.22009090002393,right,1,0.5679534000228159,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
gled,0,left,68,68,0,left,1,1.157513999962248,None,0,68,68,92,55.236313899978995,,,,,55.22355579998111,55.236313899978995,55.236313899978995,56.40324499999406,left,1,1.157513999962248,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
wall,1,right,69,69,0,right,1,1.2793757999897934,None,0,69,69,37,56.41952539997874,,,,,56.40662419999717,56.41952539997874,56.41952539997874,57.70383070001844,right,1,1.2793757999897934,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
nsh,0,left,70,70,0,left,1,0.5958337999763899,None,0,70,70,50,57.71942689997377,,,,,57.70711860002484,57.71942689997377,57.71942689997377,58.31995789997745,left,1,0.5958337999763899,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
juf,0,left,71,71,0,left,1,0.9593431000248529,None,0,71,71,80,58.336183300009,,,,,58.32327950000763,58.336183300009,58.336183300009,59.30276500002947,left,1,0.9593431000248529,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
ring,1,right,72,72,0,right,1,0.7068529999814928,None,0,72,72,36,59.319112800003495,,,,,59.30664419999812,59.319112800003495,59.319112800003495,60.03646650002338,right,1,0.7068529999814928,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
rek,0,left,73,73,0,left,1,0.5628158999606967,None,0,73,73,87,60.05198889999883,,,,,60.039456200029235,60.05198889999883,60.05198889999883,60.61929150001379,left,1,0.5628158999606967,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
dors,0,left,74,74,0,left,1,0.7904699000064284,None,0,74,74,83,60.635146100015845,,,,,60.6216006000177,60.635146100015845,60.635146100015845,61.43568990001222,left,1,0.7904699000064284,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
leaf,1,right,75,75,0,right,1,0.8391829000320286,None,0,75,75,26,61.45213530003093,,,,,61.438074800011236,61.45213530003093,61.45213530003093,62.30240350001259,right,1,0.8391829000320286,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
cap,1,right,76,76,0,right,1,0.6037381999776699,None,0,76,76,3,62.31883120001294,,,,,62.30580329999793,62.31883120001294,62.31883120001294,62.9358351000119,right,1,0.6037381999776699,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
house,1,right,77,77,0,right,1,0.6553593999706209,None,0,77,77,23,62.95221760001732,,,,,62.939793700003065,62.95221760001732,62.95221760001732,63.61921440000879,right,1,0.6553593999706209,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
bar,1,right,78,78,0,right,1,0.32367880002129823,None,0,78,78,1,63.635396800003946,,,,,63.62324390001595,63.635396800003946,63.635396800003946,63.96879379998427,right,1,0.32367880002129823,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
def,0,left,79,79,0,left,1,0.7625105999759398,None,0,79,79,74,63.98510490002809,,,,,63.97227680002106,63.98510490002809,63.98510490002809,64.75208140001632,left,1,0.7625105999759398,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
